Timestamp;Google_Volume;Google_Price;GS_Volume;GS_Price;PuG_Volume;PuG_Price;NFLX_Volume;NFLX_Price;TSLA_Volume;TSLA_Price;;;;
29-06-2020 22:05;6400;1399;29100;194,27;82600;118,1;39600;449,24;57200;1011;;;;
29-06-2020 22:00;1809500;1398;1984200;193,59;5082900;117,66;1298200;447,42;4239100;1009,89;;;;
29-06-2020 21:55;669700;1393,23;424400;192,75;1296800;117,07;466700;445,97;3169900;1005,36;;;;
29-06-2020 21:50;282000;1390;285900;192,23;1033800;116,99;207600;444,5;570500;1003,9;;;;
29-06-2020 21:45;288900;1389,89;343900;192,44;867200;117,17;173300;444,72;572700;1002,72;;;;
29-06-2020 21:40;301300;1389,82;189400;192,63;1333300;117,19;205600;444,69;1401100;1003,83;;;;
29-06-2020 21:35;250200;1390,95;218400;192,57;908900;117,35;203700;445,01;7189200;1003,47;;;;
29-06-2020 21:30;958200;1389,5;168000;192,14;804400;117,36;182300;444,08;720300;996,97;;;;
29-06-2020 21:25;476700;1388,28;182900;192,05;710400;117,55;162100;443,21;362000;992,89;;;;
29-06-2020 21:20;425800;1386,85;166200;191,75;776800;117,49;167900;443,26;310500;991,93;;;;
29-06-2020 21:15;414900;1386,81;202800;191,44;954700;117,49;122000;443,29;350800;990,88;;;;
29-06-2020 21:10;244900;1386,84;143900;191,44;921900;117,38;153300;443,75;263000;990,17;;;;
29-06-2020 21:05;677700;1385,36;216400;191,5;1497400;117,32;262700;443,08;303400;987,5;;;;
29-06-2020 21:00;277500;1386,19;142700;192,05;755900;117,34;199100;443,68;320000;989,53;;;;
29-06-2020 20:55;282900;1387,08;187900;192,24;668700;117,25;139900;444,18;294700;990;;;;
29-06-2020 20:50;363300;1386,67;165700;192,26;661000;117,13;186500;444,66;282500;992,67;;;;
29-06-2020 20:45;155100;1390,08;89100;192,62;600500;117,18;112700;445,92;280000;993,07;;;;
29-06-2020 20:40;193200;1389,58;164400;192,46;535100;117,09;145100;446,21;245600;992,65;;;;
29-06-2020 20:35;211300;1389,52;159500;192,96;442200;117,07;124900;446,04;227300;991,35;;;;
29-06-2020 20:30;245700;1387,67;162400;193,37;1344200;117,18;155600;446,12;205400;990,8;;;;
29-06-2020 20:25;274700;1390,22;148500;193,74;171000;117,11;126700;446,56;189900;992,35;;;;
29-06-2020 20:20;219700;1391,2;172800;193,76;201700;117,16;116400;446,2;163900;993;;;;
29-06-2020 20:15;263400;1390,64;90000;193,61;215900;117,17;117300;445,76;217700;992,11;;;;
29-06-2020 20:10;509500;1387,36;187200;193,36;289500;117,2;147000;445,45;357700;991,48;;;;
29-06-2020 20:05;263600;1387,83;186700;193,54;265300;117,37;152300;445,8;285700;991,91;;;;
29-06-2020 20:00;157900;1389;117800;193,39;305800;117,35;195800;446,39;255400;992,54;;;;
29-06-2020 19:55;149400;1389,96;143700;193,02;168300;117,36;201600;446,85;203500;993,98;;;;
29-06-2020 19:50;385600;1390,97;137800;193,29;178600;117,37;165000;447,55;276700;995,2;;;;
29-06-2020 19:45;179400;1388,48;205600;193,42;116700;117,31;182600;446,19;426700;994,94;;;;
29-06-2020 19:40;286000;1388,08;208800;193,43;246900;117,32;250400;446,01;1140900;996,33;;;;
29-06-2020 19:35;779100;1386,52;149000;192,92;222400;117,12;208600;445,78;474100;993,16;;;;
29-06-2020 19:30;746500;1384,24;164000;192,89;231600;117,2;147400;444,18;289500;992,49;;;;
29-06-2020 19:25;274500;1385,57;105300;192,7;421900;117,19;169900;444,22;256200;991,89;;;;
29-06-2020 19:20;453200;1387,16;142600;192,58;462300;117,22;178200;444,27;477100;989,8;;;;
29-06-2020 19:15;257500;1388,13;117600;192,28;482800;117,24;177200;444,8;447700;990,13;;;;
29-06-2020 19:10;327200;1386,31;73100;192,08;386600;117,28;148900;444,3;509300;988,1;;;;
29-06-2020 19:05;467300;1387,3;99300;192,07;392000;117,39;214400;443,8;381000;987,64;;;;
29-06-2020 19:00;498300;1388,56;176800;192,05;489100;117,41;247800;444,28;327700;989,14;;;;
29-06-2020 18:55;399700;1387,26;122500;192,51;431500;117,57;191900;443,98;1121800;991,87;;;;
29-06-2020 18:50;346600;1387,33;116700;192,52;337800;117,56;208300;444,15;273800;990,62;;;;
29-06-2020 18:45;237200;1387,43;143000;192,43;300700;117,49;169400;443,9;365900;990,82;;;;
29-06-2020 18:40;233900;1389,04;206000;192,43;607100;117,54;109300;444,13;380000;993,17;;;;
29-06-2020 18:35;178400;1388,47;95100;192,43;520300;117,6;145700;443,1;297500;992,59;;;;
29-06-2020 18:30;223900;1389,68;115400;192,27;640600;117,55;231700;443,33;392200;992,19;;;;
29-06-2020 18:25;264600;1388,96;104800;192,4;700200;117,36;239000;443,42;518500;994,01;;;;
29-06-2020 18:20;305300;1390,42;230800;192,39;642900;117,29;257500;444,19;675700;993,95;;;;
29-06-2020 18:15;230500;1389,12;186000;191,79;524300;117,22;226100;443,13;797100;990,06;;;;
29-06-2020 18:10;179400;1389,44;131000;191,74;592700;117,25;215200;443,08;264900;988,29;;;;
29-06-2020 18:05;280800;1391,14;175900;191,38;497800;117,36;282200;443,99;660200;987,23;;;;
29-06-2020 18:00;278400;1389,04;174500;190,82;713500;117,27;248600;443,13;375100;985,96;;;;
29-06-2020 17:55;282600;1387,87;135200;191,18;480000;117,46;186100;442,87;361700;986;;;;
29-06-2020 17:50;281800;1388,57;176000;191,54;554000;117,49;213700;442,52;454700;985,8;;;;
29-06-2020 17:45;310900;1385,32;133600;191,74;463700;117,44;239800;442,29;464900;986,71;;;;
29-06-2020 17:40;196500;1383,98;157500;191,74;478100;117,52;239100;441,92;379000;987,46;;;;
29-06-2020 17:35;130800;1386,79;150900;191,82;597300;117,59;406000;441,79;632100;987;;;;
29-06-2020 17:30;232200;1385,86;217900;192,03;764300;117,91;292500;442,26;868700;988,23;;;;
29-06-2020 17:25;230600;1384,72;143700;191,89;742800;117,97;122000;441,38;955700;988,28;;;;
29-06-2020 17:20;415500;1381,63;193700;191,17;953000;117,87;190100;440,51;807900;986,35;;;;
29-06-2020 17:15;183000;1377,66;252900;191,19;1090900;117,79;135300;439,53;587200;981,82;;;;
29-06-2020 17:10;276500;1377,74;254200;191,77;731200;117,85;280000;438,33;461900;981,47;;;;
29-06-2020 17:05;197700;1383,58;194200;191,5;876800;117,61;193700;440,6;559700;982,65;;;;
29-06-2020 17:00;275900;1383,01;186700;191,79;727300;117,52;212500;441,55;530600;981,18;;;;
29-06-2020 16:55;279500;1382,4;188600;191,84;871900;117,61;279700;442,4;656000;979,45;;;;
29-06-2020 16:50;233100;1382,62;243300;192,09;705400;117,34;294600;443,13;571300;982,68;;;;
29-06-2020 16:45;313300;1384,72;321700;192,08;705400;117,36;271000;442,68;743800;983,23;;;;
29-06-2020 16:40;285300;1381,63;251900;191,97;545700;117,28;256200;442,96;1111100;986,16;;;;
29-06-2020 16:35;457900;1375,04;152600;190,67;430800;117,11;258200;441,72;806900;982,24;;;;
29-06-2020 16:30;382500;1375,23;168900;190,51;910500;117,25;272500;442,15;502700;975,78;;;;
29-06-2020 16:25;188200;1378,66;142600;190,25;224700;117,44;284100;441,78;533400;973;;;;
29-06-2020 16:20;255400;1380,58;153500;190,89;208400;117,26;253600;442,42;401200;974;;;;
29-06-2020 16:15;540700;1378,26;218600;190,45;371000;117,19;311500;441,44;550200;973,41;;;;
29-06-2020 16:10;543000;1371,52;172500;189,99;470700;116,96;344500;440,4;575800;967,99;;;;
29-06-2020 16:05;667700;1373,95;276700;189,84;259200;117,09;335400;438,96;577800;966,6;;;;
29-06-2020 16:00;493700;1374,29;357700;189,52;230400;117,34;328700;439,42;547000;963,78;;;;
29-06-2020 15:55;526300;1365;327900;190,09;616300;117,3;608000;435,64;531700;956;;;;
29-06-2020 15:50;777900;1359,13;506800;189,48;1007600;116,78;581100;436,16;762200;952,94;;;;
29-06-2020 15:45;995500;1358,22;463500;190,23;298200;116,68;635400;439,92;526400;957,5;;;;
29-06-2020 15:40;781400;1360,8;408300;190,89;333100;116,48;980000;438,43;582900;964;;;;
29-06-2020 15:35;479700;1359,99;569700;189,99;361200;116,58;443000;441,29;849000;963,6;;;;
26-06-2020 22:05;28500;1365,9;32400;189,7;13600;115,66;67800;443,2;26000;961;;;;
26-06-2020 22:00;4670000;1362,15;1925000;189,21;7079900;115,25;2709700;443,42;1351500;960,91;;;;
26-06-2020 21:55;1298500;1358,19;673100;189,28;3328500;115,52;1024100;442,68;611400;959,81;;;;
26-06-2020 21:50;1058300;1372,99;525500;189,97;1491400;115,65;591600;443,78;559200;959,64;;;;
26-06-2020 21:45;790400;1373,75;516200;190,22;2196900;115,85;750400;444,55;554200;963;;;;
26-06-2020 21:40;851300;1368,81;370800;189,15;883600;115,64;508900;442,46;531800;959,35;;;;
26-06-2020 21:35;739700;1372,32;510700;189,51;1180500;115,5;470000;443,07;627100;959,3;;;;
26-06-2020 21:30;445800;1379,19;486000;189,83;1353800;115,71;565400;445,11;519200;963,8;;;;
26-06-2020 21:25;481500;1382,08;377900;189,09;1211200;115,64;526300;445,12;432500;965,39;;;;
26-06-2020 21:20;868900;1384,1;358600;189,18;990400;115,71;480600;444,9;574200;965,5;;;;
26-06-2020 21:15;644500;1383,91;295800;189,17;942400;115,78;492500;445,8;377000;965,33;;;;
26-06-2020 21:10;470600;1380,37;283600;188,95;890500;115,73;507200;446,01;294700;964,12;;;;
26-06-2020 21:05;687600;1381,81;290800;189,12;1206000;115,9;490400;447,3;436600;964,29;;;;
26-06-2020 21:00;839900;1378,81;217500;189,47;899900;115,97;368700;447,43;471300;963,98;;;;
26-06-2020 20:55;812900;1377,84;295800;189,64;1007900;116,03;564100;447,78;525100;962,46;;;;
26-06-2020 20:50;818400;1376,99;332600;189,49;800900;115,92;428000;447,15;463400;961,58;;;;
26-06-2020 20:45;509300;1377,53;302500;189,59;1215200;115,99;465400;447,49;471000;962,03;;;;
26-06-2020 20:40;535400;1381,7;234300;189,45;853100;116,27;511800;448,03;483400;962,3;;;;
26-06-2020 20:35;453800;1384,12;497200;189,65;845100;116,31;398500;449,24;524300;962,97;;;;
26-06-2020 20:30;430400;1384,86;408300;189,28;1228100;116,29;701600;450;403900;962,91;;;;
26-06-2020 20:25;548400;1387,17;286700;189,65;1025000;116,46;232400;450,69;359500;964,13;;;;
26-06-2020 20:20;327500;1389,07;218300;189,36;986800;116,46;307600;451,51;376200;963,61;;;;
26-06-2020 20:15;1051200;1390,55;456700;189,49;818600;116,46;353900;451,55;510400;964,92;;;;
26-06-2020 20:10;826900;1393,13;207500;190,41;774900;116,36;231300;452,91;321000;965,49;;;;
26-06-2020 20:05;641000;1394,71;287200;190,4;1129300;116,35;400700;453,1;435600;967,56;;;;
26-06-2020 20:00;515300;1390,53;338500;190,7;560500;116,37;433700;452,02;305900;966,23;;;;
26-06-2020 19:55;581300;1390,62;390400;190,64;739000;116,34;350900;452,39;305400;966,34;;;;
26-06-2020 19:50;636300;1393,14;206400;191,59;734300;116,41;230300;452,99;276000;967,99;;;;
26-06-2020 19:45;660000;1396,24;307100;191,64;621300;116,49;246700;453,6;304700;968,25;;;;
26-06-2020 19:40;473300;1396,92;405900;191,85;1317700;116,55;389200;453,82;383200;968,76;;;;
26-06-2020 19:35;460100;1395,25;227400;191,87;801900;116,49;308600;453,22;239800;969,3;;;;
26-06-2020 19:30;488900;1396,28;196000;192;1042500;116,6;343300;452,72;333200;969,73;;;;
26-06-2020 19:25;480100;1396,11;300500;192,04;962100;116,77;174300;452,98;297600;968,27;;;;
26-06-2020 19:20;427500;1396,99;170800;192,04;652200;116,78;208900;453,94;284300;969,34;;;;
26-06-2020 19:15;451300;1393,23;201300;192,09;611800;116,65;181200;453,8;196500;970,01;;;;
26-06-2020 19:10;858700;1392,77;225500;192,73;441100;116,71;199400;453,97;294200;970,91;;;;
26-06-2020 19:05;959100;1392,14;273800;192,67;695800;116,69;236800;454,19;227700;969,15;;;;
26-06-2020 19:00;1481200;1392,38;146000;192,44;592000;116,74;168400;453,47;241800;969,16;;;;
26-06-2020 18:55;1032000;1391,26;185600;192,44;623000;116,54;149600;453,98;269100;967,97;;;;
26-06-2020 18:50;803000;1387,47;266600;192,19;757800;116,56;179400;452,74;339700;966,63;;;;
26-06-2020 18:45;473000;1386,85;200500;192,13;685700;116,62;208900;452,73;387300;968,48;;;;
26-06-2020 18:40;720100;1390,61;228200;192,24;772100;116,73;225000;453,6;280200;969,8;;;;
26-06-2020 18:35;714400;1387,58;306500;192,12;737700;116,73;257400;452,88;260100;967,92;;;;
26-06-2020 18:30;555000;1389,9;200100;192,49;540400;116,82;387900;453,4;249600;968,97;;;;
26-06-2020 18:25;548300;1389,97;314800;191,68;790500;116,66;399000;452,98;367100;968,22;;;;
26-06-2020 18:20;595200;1389,24;264700;191,28;799700;116,49;303300;452,18;348000;965,77;;;;
26-06-2020 18:15;530200;1390,64;316300;191,77;499100;116,71;175800;452,65;319900;970,32;;;;
26-06-2020 18:10;439000;1390,46;288500;192,06;677900;116,72;265900;452,8;262700;970,99;;;;
26-06-2020 18:05;454900;1394,1;297000;192,19;786200;116,83;377400;452,81;455200;970,89;;;;
26-06-2020 18:00;247300;1398,98;266600;191,79;794400;116,86;276900;455,72;280700;973,67;;;;
26-06-2020 17:55;356500;1397,99;181400;191,48;610100;116,77;328000;455,95;267600;974,92;;;;
26-06-2020 17:50;444900;1400,44;175200;192,15;506600;116,81;290600;456,89;361500;976,24;;;;
26-06-2020 17:45;1054900;1399,47;213100;192,6;999100;116,68;160100;455,35;306400;974,14;;;;
26-06-2020 17:40;317100;1398,1;224000;192,93;878600;116,93;353700;455,8;607200;973,82;;;;
26-06-2020 17:35;473100;1392,62;315800;192,6;1163400;116,95;197600;454,47;348100;969,57;;;;
26-06-2020 17:30;904600;1397,29;225600;193,16;981700;116,95;222200;455,83;419800;971,79;;;;
26-06-2020 17:25;837600;1397,16;252900;193,77;1340000;117,01;189000;455,13;445700;970,8;;;;
26-06-2020 17:20;841500;1398,09;233900;193,61;991900;116,93;222000;454,77;609500;968,34;;;;
26-06-2020 17:15;681700;1399,69;246800;194,38;793600;117,17;149500;456,59;610800;973,82;;;;
26-06-2020 17:10;649500;1399,69;306800;194;549400;117,38;208800;456,41;644100;971,88;;;;
26-06-2020 17:05;663500;1397,6;317600;194,15;1057200;117,41;261800;456,05;775000;973,48;;;;
26-06-2020 17:00;1016200;1390,44;454500;194;976600;116,97;502300;453,67;627200;967,5;;;;
26-06-2020 16:55;848700;1390,68;298000;193,46;1327500;116,96;453200;452,58;656400;965,15;;;;
26-06-2020 16:50;612100;1392,11;334600;193,46;796400;116,96;277600;453,71;758900;964,61;;;;
26-06-2020 16:45;548600;1395,61;388200;193,87;1142200;117,24;498600;455,37;719300;969,71;;;;
26-06-2020 16:40;843000;1392,49;371500;193,15;926900;116,99;454000;455,36;684000;965,89;;;;
26-06-2020 16:35;1015600;1394,78;393800;193,43;1273100;117,02;395200;455,66;631600;968,27;;;;
26-06-2020 16:30;760300;1403,32;377600;194,04;734600;117,45;271300;457,75;730000;973,66;;;;
26-06-2020 16:25;764100;1402,2;334100;193,87;922400;117,55;323800;457,48;662600;972,8;;;;
26-06-2020 16:20;855100;1402,89;401500;193,55;958100;117,54;315000;456,51;750200;972,37;;;;
26-06-2020 16:15;588700;1407,26;273900;194,2;737900;117,65;253700;458,3;808000;975,99;;;;
26-06-2020 16:10;505500;1409,26;262500;194,51;633300;117,66;273100;459,61;611200;978,01;;;;
26-06-2020 16:05;809800;1407,95;397600;193,49;514600;117,76;382700;459,29;651500;975,93;;;;
26-06-2020 16:00;374000;1416,58;526200;194,96;324500;117,93;344900;460,72;551700;983,54;;;;
26-06-2020 15:55;737200;1416,71;604500;195,71;823800;118,01;446900;461,83;706500;981,42;;;;
26-06-2020 15:50;831000;1419,44;482600;195,59;649900;118,09;667700;461,95;623100;982,99;;;;
26-06-2020 15:45;1004800;1418,71;530100;195,57;339600;117,78;395200;462,49;639900;987,61;;;;
26-06-2020 15:40;607100;1423,16;686300;197,17;352100;118,18;367700;464,73;612400;989,43;;;;
26-06-2020 15:35;471900;1432,93;780900;197,66;375600;118,13;1034400;466,22;796500;992,25;;;;
25-06-2020 22:05;6200;1443,05;17900;208;31500;118,18;6800;467;56800;986,5;;;;
25-06-2020 22:00;1409200;1441,96;1110000;207;2582500;117,85;1075700;466,14;1179300;985,98;;;;
25-06-2020 21:55;658500;1441,94;600400;207,13;1328000;117,94;407000;466,83;1502500;985,4;;;;
25-06-2020 21:50;535000;1440,8;402200;206,28;1330200;117,57;333100;466,21;558500;981,35;;;;
25-06-2020 21:45;715500;1441,11;429100;206,57;1599900;117,63;287300;466,44;616100;980,93;;;;
25-06-2020 21:40;726400;1439,76;384100;206,04;1186900;117,46;237600;466,14;514500;978,47;;;;
25-06-2020 21:35;803000;1440,51;383300;206,47;1013300;117,59;282800;466,43;707200;980,85;;;;
25-06-2020 21:30;440700;1438,4;256300;206,37;754500;117,46;265600;465,5;1897300;980,42;;;;
25-06-2020 21:25;384000;1438,5;224100;206,23;573400;117,41;159700;465,43;429800;977,14;;;;
25-06-2020 21:20;365900;1436,86;165200;205,72;625200;117,37;174100;465,21;448300;976,5;;;;
25-06-2020 21:15;366000;1435,89;126000;205,49;668500;117,27;163600;464,84;283700;976,78;;;;
25-06-2020 21:10;483400;1435,5;185200;205,73;1090600;117,24;281800;464,68;447000;976,7;;;;
25-06-2020 21:05;616400;1433,24;206300;205,06;944200;117,06;212000;463,95;788200;976,5;;;;
25-06-2020 21:00;572000;1430,56;127100;204,44;515400;116,84;163900;463,13;359600;974,7;;;;
25-06-2020 20:55;416400;1428,88;163300;204,29;663400;116,82;151400;462,89;362600;973,33;;;;
25-06-2020 20:50;564200;1428,68;99900;204,14;617200;116,68;122300;462,5;801400;972,08;;;;
25-06-2020 20:45;514000;1430,48;105500;204,3;616600;116,57;144200;462,8;1141700;972,09;;;;
25-06-2020 20:40;552500;1430,97;120600;204,03;936200;116,58;173900;462,61;631300;972,25;;;;
25-06-2020 20:35;526200;1429,19;149200;203,85;764900;116,59;153800;461,91;323100;969,86;;;;
25-06-2020 20:30;345900;1431,18;139400;204,25;517300;116,77;106800;462,84;282200;972,95;;;;
25-06-2020 20:25;448200;1429,7;106800;203,89;781700;116,74;177300;462,46;284300;972,75;;;;
25-06-2020 20:20;383500;1432,98;128900;204,32;554400;116,9;148400;463,78;231600;974,66;;;;
25-06-2020 20:15;272800;1433,34;119200;204,13;541000;116,93;107500;463,6;223300;973,28;;;;
25-06-2020 20:10;262600;1433,37;88500;203,93;525500;116,91;102500;463,08;283100;974,67;;;;
25-06-2020 20:05;524500;1434,85;104200;203,77;884900;116,86;141200;463;443300;975,25;;;;
25-06-2020 20:00;349500;1435,48;147200;204;439100;116,95;124700;462,86;180200;974,1;;;;
25-06-2020 19:55;413200;1437,66;89800;204,18;577800;116,95;119200;463,26;201500;973,79;;;;
25-06-2020 19:50;282900;1438,26;116600;204,59;477900;116,97;145100;463,26;229700;974,56;;;;
25-06-2020 19:45;244900;1434,23;89200;204,38;559500;117,01;86700;462,89;372700;973,78;;;;
25-06-2020 19:40;400100;1433,75;111600;204,61;712900;117,13;201700;462,9;989700;974,89;;;;
25-06-2020 19:35;329000;1430,95;130600;204,17;671100;117,01;133200;461,96;597900;972;;;;
25-06-2020 19:30;247600;1431,23;96300;204,51;469000;117,13;118400;461,86;305500;972,29;;;;
25-06-2020 19:25;328600;1431,93;130300;204,43;556400;117,05;155700;462,82;446400;973,29;;;;
25-06-2020 19:20;350900;1432,58;159800;204,92;740400;117,12;118200;462,86;355600;971,5;;;;
25-06-2020 19:15;349900;1431,24;110300;204,53;444500;117,01;128400;462,39;345900;970,9;;;;
25-06-2020 19:10;350600;1429,56;60500;204,64;530200;116,91;134200;462;316700;970,59;;;;
25-06-2020 19:05;294300;1430,48;153400;204,77;505000;116,96;131500;463,04;311300;971,34;;;;
25-06-2020 19:00;287100;1432,79;107700;204,41;741100;116,99;135100;463,88;489400;973,39;;;;
25-06-2020 18:55;241000;1434,3;69100;204,56;653100;117,18;120300;464,44;735200;974,57;;;;
25-06-2020 18:50;311600;1433,51;99800;204,23;618600;117,29;118300;464,05;440800;973,87;;;;
25-06-2020 18:45;178000;1435,5;230900;204,61;844000;117,38;151300;463,5;325000;973,4;;;;
25-06-2020 18:40;190300;1435,07;120100;204,08;598300;117,16;149800;462,87;432800;972,04;;;;
25-06-2020 18:35;428800;1435,55;139500;203,53;988400;117,16;180200;463,35;503100;971,83;;;;
25-06-2020 18:30;472000;1435,07;279000;203,56;684200;117,18;330500;464,44;461100;970,61;;;;
25-06-2020 18:25;484100;1436,43;178100;203,72;565500;117,21;270100;466,26;852600;973,87;;;;
25-06-2020 18:20;421900;1437,33;148200;203,2;791200;117,18;168100;465,67;372700;973,24;;;;
25-06-2020 18:15;911000;1433,33;135000;202,99;727800;117,07;153900;465,06;351100;971;;;;
25-06-2020 18:10;714400;1433,57;167200;203,53;688600;117,17;178000;465,5;266400;968,73;;;;
25-06-2020 18:05;607200;1431,98;233800;203,55;954500;117,13;465400;466,46;552900;969,9;;;;
25-06-2020 18:00;683600;1431,15;102700;203,44;643100;117,27;152600;465,43;367200;965,49;;;;
25-06-2020 17:55;457800;1428,56;122200;203,4;686000;117,05;128700;464,99;410200;964,26;;;;
25-06-2020 17:50;470000;1430,54;163000;203,13;644900;117,07;158800;465,43;254900;964,2;;;;
25-06-2020 17:45;350900;1429,82;134200;203,01;1150400;117,1;157400;464,74;313200;962,88;;;;
25-06-2020 17:40;344500;1429,52;241100;202,87;1038300;117,01;219700;464,62;339700;962,5;;;;
25-06-2020 17:35;547200;1426,76;191900;202,45;1044300;116,99;327000;463,41;274700;958,75;;;;
25-06-2020 17:30;437400;1430,35;106200;203,58;619400;117,28;388100;464,77;199700;961,7;;;;
25-06-2020 17:25;371500;1430,65;89500;203,79;585800;117,22;406100;464,94;241600;962,07;;;;
25-06-2020 17:20;401300;1430,5;153600;203,83;916300;117,27;215000;464,31;452900;964,58;;;;
25-06-2020 17:15;464200;1429,67;191600;203,84;1298300;116,86;213900;463,28;482900;960,89;;;;
25-06-2020 17:10;569900;1428,36;140100;202,94;1186700;116,67;238000;461,95;405800;958,24;;;;
25-06-2020 17:05;487700;1432,3;183600;203,57;1170800;116,76;141800;462,41;336600;960,58;;;;
25-06-2020 17:00;673300;1435,98;264400;203,58;1204700;117,07;169400;463,65;464500;960,78;;;;
25-06-2020 16:55;372800;1434,63;162500;203,25;1236000;117,05;249400;463,21;769100;957,06;;;;
25-06-2020 16:50;464200;1434,36;168800;202,85;1113900;117,07;299800;462,78;438500;959,83;;;;
25-06-2020 16:45;340200;1433,65;149500;203,35;1237000;117,09;331800;464,26;524100;963,79;;;;
25-06-2020 16:40;355400;1432,99;230500;203,75;1001000;116,83;234700;465,2;1173000;965;;;;
25-06-2020 16:35;394200;1431,29;167300;203,6;737900;116,78;192900;463,65;501100;958,96;;;;
25-06-2020 16:30;605000;1431,19;148100;205,51;957000;116,77;258300;464,14;742900;962,19;;;;
25-06-2020 16:25;357100;1430,89;324200;204,79;979500;116,51;738900;464,9;767600;959,24;;;;
25-06-2020 16:20;396400;1430,84;281100;204,48;1089900;116,26;422900;463;555800;952,4;;;;
25-06-2020 16:15;624400;1431,98;310400;204,4;1351200;116,36;338300;461,09;743300;948,25;;;;
25-06-2020 16:10;392600;1428,42;244700;202,4;1117800;116,2;238600;459,58;459900;943,92;;;;
25-06-2020 16:05;881100;1431,69;413200;203,36;1011200;116,56;457400;459,72;788400;948,51;;;;
25-06-2020 16:00;2081500;1428;352900;200,85;813200;116,69;372900;459,09;794900;948,64;;;;
25-06-2020 15:55;872200;1425,61;168400;200,21;908100;116,38;316100;456,96;869800;949,7;;;;
25-06-2020 15:50;590900;1422,17;147100;198,88;1297500;116,44;335400;454,72;857900;941,26;;;;
25-06-2020 15:45;669900;1422,89;141500;198,62;413500;116,29;376100;456,37;1073800;941,66;;;;
25-06-2020 15:40;613300;1426,28;326200;199,57;581400;116,51;452700;457,23;1390100;947,86;;;;
25-06-2020 15:35;483600;1435,51;222700;199,28;457900;116,72;430100;460,17;947400;948,9;;;;
24-06-2020 22:05;33300;1434,8;6700;203;18400;117,31;71600;458;15600;962,5;;;;
24-06-2020 22:00;1983300;1432,77;1190000;198,11;3074300;116,47;1146900;457,88;1796200;961;;;;
24-06-2020 21:55;995800;1431,74;575000;198,23;1834300;116,36;863500;458,07;936500;962,44;;;;
24-06-2020 21:50;805400;1436,8;297000;199,32;988800;116,8;365100;459,47;677000;966,7;;;;
24-06-2020 21:45;1050600;1438,89;303400;199,79;1789300;116,87;739300;460,4;877900;968;;;;
24-06-2020 21:40;653500;1435,13;288100;198,99;1084200;116,46;272100;458,88;508900;964,2;;;;
24-06-2020 21:35;796100;1436,23;260300;199,01;1303400;116,49;531400;459,92;588100;964;;;;
24-06-2020 21:30;628300;1439,13;234300;199,25;1013400;116,6;236500;459,7;390500;964,56;;;;
24-06-2020 21:25;706300;1440,15;171500;199,56;1030100;116,72;506300;460,24;495000;965;;;;
24-06-2020 21:20;986600;1442,87;224300;200,26;1621700;116,93;316600;460,83;946000;966,07;;;;
24-06-2020 21:15;847000;1441,33;267500;200,09;1654500;116,81;457300;459,97;875700;964,26;;;;
24-06-2020 21:10;776700;1435,18;187700;199,45;980600;116,51;405600;458,89;453600;961,27;;;;
24-06-2020 21:05;971000;1437,08;244800;199,52;1441700;116,67;512900;459,48;729900;962,65;;;;
24-06-2020 21:00;833800;1433,63;244600;198,84;856100;116,57;533400;458,35;480600;961,46;;;;
24-06-2020 20:55;446100;1434,03;172500;198,95;908100;116,62;437200;458,59;592600;961;;;;
24-06-2020 20:50;547300;1436,48;148200;199,31;1054700;116,74;523000;458,77;655300;963,93;;;;
24-06-2020 20:45;1176400;1434,19;190700;198,88;1126700;116,62;407800;457,95;580400;963,05;;;;
24-06-2020 20:40;900200;1437,48;164100;199,29;873500;116,79;402100;459,24;375700;966,4;;;;
24-06-2020 20:35;999800;1438,29;187200;199,51;752600;116,84;378400;459,67;417800;966,95;;;;
24-06-2020 20:30;709900;1436,57;164300;199,39;757800;116,77;301000;459,3;475900;965,78;;;;
24-06-2020 20:25;571000;1434,9;135700;199,23;947600;116,71;378700;458,58;459300;965,61;;;;
24-06-2020 20:20;900200;1435,88;183000;199,47;1288800;116,78;414300;459,1;523700;963,81;;;;
24-06-2020 20:15;882300;1435,18;201800;199,2;697700;116,81;221500;457,88;362500;962,61;;;;
24-06-2020 20:10;631900;1436,18;142100;199,57;1134300;116,82;451800;458,61;485300;964,16;;;;
24-06-2020 20:05;1443600;1432,44;304700;198,48;1192800;116,61;679000;457,31;707200;960,92;;;;
24-06-2020 20:00;370200;1438,76;122600;198,9;924800;116,63;508800;458,8;348700;963,2;;;;
24-06-2020 19:55;638400;1439,14;97100;198,72;922200;116,64;617300;458,54;530400;963,79;;;;
24-06-2020 19:50;1402900;1438,23;161100;198,45;963800;116,71;435600;458,28;569600;964,81;;;;
24-06-2020 19:45;746800;1435,11;114200;198,44;866900;116,43;193700;457,36;374900;962,46;;;;
24-06-2020 19:40;988700;1437,6;129800;198,11;792500;116,45;384600;457,5;443500;963,45;;;;
24-06-2020 19:35;916200;1437,15;144300;198,15;877900;116,38;340400;456,48;521600;963,43;;;;
24-06-2020 19:30;1044700;1439,17;151400;198,75;858000;116,65;507700;457,05;711400;962,74;;;;
24-06-2020 19:25;797000;1440,28;195000;199,04;866500;116,84;257200;457,3;586400;964,77;;;;
24-06-2020 19:20;1510500;1445,23;125900;199,57;862700;117,01;388100;458,93;527600;968,39;;;;
