sex	age	birthplace	shoesize	smoking	 avgrade	bafög	applynumb	acceptnumb	laptop	car	glasses	 sleep	religion	job	unieval	  cityeval	rent	abroadbefore	master	exchange	faith	brothsis	friend	animal	micromacro	work	tv	party	parentseducat	parentsstudy	parentsphd	hairdresser	travel	height	weight	cooking	 profession meat	statistics	macburger	studyfine	newspaper	information	soccommit	econconcept						
0,0	22,0	3,0	43,0	0,0	2,0	1,0	4,0	3,0	0,0	0,0	0,0	8,0	5,0	2,0	2,0	3,0	210,0	0,0	0,0	2,0	-1,0	1,0	0,0	1,0	2,0	4,0	15,0	3,0	3,0	0,0	0,0	6,0	1,0	181,0	73,0	3,0	0,0	1,0	0,0	3,0	1,0	9,0	2,0	0,0	0,0						
0,0	20,0	1,0	46,0	0,0	2,4	1,0	2,0	1,0	0,0	0,0	0,0	9,0	3,0	3,0	4,0	4,0	300,0	0,0	0,0	0,0	2,0	3,0	0,0	0,0	1,0	4,0	15,0	2,0	3,0	0,0	0,0	8,0	2,0	190,0	75,0	5,0	0,0	1,0	0,0	1,0	-1,0	9,0	2,0	0,0	-1,0						
1,0	20,0	3,0	39,0	0,0	2,2	0,0	8,0	7,0	1,0	0,0	1,0	9,0	2,0	0,0	2,0	3,0	200,0	1,0	1,0	1,0	-1,0	2,0	0,0	1,0	2,0	4,0	6,0	2,0	3,0	1,0	0,0	10,0	2,0	165,0	55,0	3,0	0,0	1,0	0,0	1,0	1,0	3,0	5,0	0,0	0,0						
0,0	20,0	5,0	45,0	1,0	1,3	0,0	2,0	2,0	0,0	1,0	0,0	9,0	2,0	0,0	2,0	2,0	330,0	0,0	2,0	2,0	-2,0	0,0	1,0	1,0	2,0	8,0	6,0	3,0	3,0	1,0	0,0	4,0	1,0	182,0	78,0	4,0	0,0	1,0	1,0	3,0	2,0	9,0	5,0	1,0	1,0						
0,0	22,0	1,0	42,0	1,0	2,2	0,0	1,0	5,0	1,0	0,0	1,0	8,0	5,0	0,0	2,0	3,0	230,0	1,0	2,0	2,0	0,0	0,0	0,0	0,0	3,0	2,5	0,0	3,0	3,0	1,0	1,0	17,0	2,0	179,0	73,0	2,0	0,0	1,0	0,0	3,0	0,0	8,0	4,0	0,0	0,0						
0,0	NA	4,0	47,0	0,0	1,9	1,0	13,0	11,0	1,0	0,0	1,0	10,0	2,0	0,0	2,0	4,0	215,0	1,0	2,0	1,0	1,0	2,0	0,0	1,0	2,0	14,0	3,0	6,0	3,0	1,0	0,0	6,0	1,0	192,0	70,0	3,0	0,0	1,0	0,0	2,0	0,0	2,0	2,0	0,0	-1,0						
0,0	20,0	1,0	42,0	1,0	1,6	0,0	5,0	4,0	1,0	0,0	0,0	8,0	4,0	0,0	2,0	3,0	220,0	0,0	1,0	1,0	2,0	7,0	0,0	1,0	2,0	6,0	3,0	1,0	0,0	0,0	0,0	5,0	0,0	175,0	73,0	4,0	0,0	1,0	0,0	2,0	2,0	3,0	4,0	1,0	1,0						
0,0	21,0	3,0	44,0	0,0	1,8	0,0	4,0	4,0	1,0	0,0	0,0	8,0	2,0	0,0	1,0	3,0	355,0	1,0	2,0	1,0	1,0	1,0	1,0	1,0	3,0	15,5	1,0	3,0	3,0	1,0	0,0	2,0	1,0	186,0	80,0	2,0	0,0	1,0	0,0	4,0	2,0	8,0	4,0	0,0	2,0						
0,0	22,0	4,0	42,0	0,0	1,9	0,0	5,0	5,0	1,0	0,0	1,0	7,0	1,0	2,0	2,0	4,0	230,0	0,0	2,0	2,0	2,0	1,0	0,0	1,0	1,0	30,0	3,0	3,0	3,0	0,0	0,0	7,0	0,0	178,0	65,0	3,0	1,0	1,0	0,0	4,0	2,0	3,0	2,0	1,0	1,0						
0,0	20,0	4,0	42,0	0,0	1,4	0,0	2,0	2,0	1,0	0,0	0,0	7,0	1,0	0,0	1,0	3,0	230,0	0,0	2,0	-1,0	2,0	1,0	0,0	0,0	2,0	30,0	3,0	3,0	3,0	1,0	1,0	7,0	0,0	182,0	70,0	2,0	0,0	1,0	0,0	3,0	2,0	9,0	2,0	0,0	1,0						
0,0	21,0	4,0	43,0	0,0	1,7	0,0	4,0	3,0	1,0	0,0	1,0	8,0	1,0	0,0	2,0	3,0	280,0	0,0	1,0	2,0	1,0	3,0	0,0	1,0	2,0	14,0	8,0	1,0	3,0	1,0	0,0	5,0	1,0	182,0	70,0	1,0	0,0	1,0	0,0	3,0	1,0	3,0	4,0	0,0	0,0						
0,0	23,0	1,0	43,0	0,0	1,3	0,0	5,0	5,0	1,0	0,0	0,0	7,0	2,0	0,0	2,0	2,0	200,0	0,0	2,0	0,0	-2,0	2,0	1,0	1,0	3,0	16,0	5,0	2,0	3,0	1,0	0,0	3,0	1,0	190,0	65,0	2,0	0,0	0,0	0,0	4,0	1,0	2,0	4,0	0,0	1,0						
0,0	20,0	3,0	42,0	1,0	1,4	0,0	3,0	3,0	1,0	1,0	0,0	8,0	1,0	0,0	2,0	3,0	380,0	1,0	2,0	1,0	1,0	2,0	0,0	1,0	2,0	10,0	0,0	3,0	3,0	1,0	0,0	4,0	4,0	187,0	78,0	3,0	0,0	1,0	1,0	1,0	1,0	3,0	5,0	1,0	1,0						
1,0	20,0	4,0	37,0	1,0	2,0	0,0	4,0	3,0	1,0	1,0	0,0	6,0	2,0	0,0	2,0	2,0	360,0	1,0	2,0	2,0	1,0	3,0	0,0	1,0	2,0	10,0	4,0	1,0	3,0	1,0	1,0	8,0	0,0	174,0	59,0	2,0	0,0	1,0	0,0	3,0	0,0	3,0	5,0	0,0	1,0						
0,0	19,0	1,0	39,0	0,0	1,9	0,0	8,0	8,0	1,0	1,0	1,0	8,0	3,0	2,0	2,0	2,0	410,0	1,0	2,0	2,0	2,0	1,0	1,0	1,0	2,0	8,0	5,0	2,0	3,0	0,0	0,0	16,0	2,0	164,0	56,0	2,0	0,0	1,0	1,0	2,0	1,0	3,0	4,0	1,0	1,0						
1,0	20,0	1,0	39,0	0,0	1,9	1,0	1,0	1,0	1,0	0,0	0,0	8,0	3,0	0,0	3,0	2,0	0,0	0,0	1,0	0,0	2,0	2,0	0,0	0,0	2,0	12,0	3,0	2,0	2,0	0,0	0,0	4,0	1,0	169,0	56,0	2,0	0,0	1,0	1,0	1,0	2,0	3,0	0,0	0,0	1,0						
1,0	19,0	1,0	38,0	0,0	2,4	0,0	4,0	3,0	1,0	0,0	0,0	8,0	2,0	1,0	2,0	2,0	0,0	0,0	2,0	2,0	1,0	1,0	1,0	1,0	3,0	10,0	2,0	1,0	3,0	1,0	0,0	4,0	3,0	172,0	53,0	3,0	0,0	1,0	0,0	2,0	2,0	4,0	1,0	0,0	1,0						
0,0	19,0	7,0	43,0	0,0	1,1	0,0	5,0	4,0	1,0	0,0	1,0	8,5	4,0	0,0	2,0	3,0	250,0	0,0	2,0	1,0	2,0	1,0	1,0	0,0	2,0	26,0	3,0	5,0	3,0	1,0	1,0	12,0	0,0	175,0	71,0	2,0	0,0	1,0	0,0	4,0	2,0	9,0	4,0	1,0	1,0						
0,0	20,0	3,0	46,0	0,0	1,9	0,0	6,0	6,0	1,0	0,0	1,0	6,5	2,0	1,0	2,0	4,0	0,0	0,0	1,0	2,0	-2,0	0,0	0,0	0,0	1,0	6,0	20,0	3,0	2,0	0,0	0,0	5,0	0,0	186,0	58,0	5,0	0,0	1,0	0,0	3,0	1,0	9,0	4,0	0,0	1,0						
1,0	20,0	5,0	39,0	0,0	1,2	1,0	7,0	3,0	1,0	0,0	1,0	8,0	5,0	0,0	2,0	2,0	175,0	1,0	2,0	2,0	-2,0	2,0	0,0	0,0	3,0	16,0	2,0	2,0	3,0	1,0	0,0	0,0	1,0	168,0	70,0	3,0	0,0	1,0	0,0	4,0	1,0	3,0	1,0	1,0	0,0						
1,0	19,0	7,0	37,0	1,0	1,0	0,0	6,0	6,0	1,0	0,0	1,0	6,5	4,0	0,0	2,0	2,0	215,0	0,0	2,0	0,0	2,0	1,0	0,0	0,0	2,0	20,0	12,0	5,0	3,0	1,0	0,0	2,0	0,0	160,0	60,0	2,0	0,0	1,0	0,0	2,0	1,0	9,0	5,0	0,0	1,0						
1,0	20,0	7,0	37,0	1,0	1,0	0,0	10,0	10,0	1,0	0,0	0,0	5,0	4,0	0,0	2,0	2,0	230,0	0,0	2,0	2,0	1,0	1,0	1,0	0,0	3,0	23,0	13,0	6,0	3,0	1,0	0,0	4,0	0,0	165,0	60,0	1,0	0,0	1,0	0,0	2,0	1,0	9,0	0,0	0,0	1,0						
1,0	20,0	7,0	39,0	0,0	1,0	0,0	5,0	5,0	1,0	0,0	1,0	4,0	4,0	0,0	2,0	3,0	230,0	0,0	2,0	1,0	2,0	0,0	1,0	1,0	2,0	24,0	0,0	6,0	3,0	1,0	1,0	3,0	0,0	170,0	70,0	1,0	0,0	0,0	0,0	4,0	0,0	9,0	4,0	1,0	2,0						
0,0	19,0	7,0	43,0	0,0	1,3	0,0	4,0	4,0	1,0	1,0	0,0	5,0	2,0	0,0	1,0	3,0	300,0	1,0	2,0	0,0	2,0	0,0	0,0	1,0	2,0	45,0	2,0	5,0	3,0	1,0	1,0	8,0	2,0	177,0	74,0	3,0	0,0	1,0	0,0	2,0	2,0	4,0	4,0	0,0	2,0						
0,0	20,0	7,0	42,0	0,0	1,0	0,0	4,0	4,0	1,0	1,0	1,0	7,5	4,0	0,0	1,0	5,0	225,0	0,0	2,0	2,0	2,0	1,0	0,0	0,0	2,0	40,0	0,0	1,0	3,0	1,0	0,0	12,0	1,0	182,0	76,0	5,0	0,0	1,0	0,0	4,0	1,0	8,0	4,0	0,0	2,0						
0,0	20,0	1,0	45,0	0,0	2,1	0,0	10,0	5,0	1,0	0,0	1,0	8,0	2,0	0,0	2,0	2,0	280,0	1,0	2,0	2,0	-2,0	2,0	0,0	0,0	2,0	7,0	4,0	2,0	3,0	1,0	1,0	7,0	2,0	195,0	88,0	2,0	0,0	1,0	0,0	2,0	1,0	3,0	4,0	1,0	1,0						
0,0	21,0	5,0	43,0	0,0	2,5	0,0	6,0	4,0	1,0	1,0	0,0	7,5	2,0	0,0	2,0	2,0	320,0	0,0	2,0	1,0	1,0	1,0	0,0	0,0	2,0	5,0	10,0	3,0	3,0	1,0	0,0	4,0	2,0	183,0	71,0	3,0	0,0	1,0	1,0	1,0	2,0	3,0	4,0	1,0	1,0						
0,0	20,0	2,0	43,0	0,0	1,6	1,0	10,0	8,0	1,0	0,0	0,0	9,0	2,0	0,0	2,0	2,0	300,0	0,0	2,0	1,0	1,0	1,0	0,0	0,0	2,0	20,0	6,0	3,0	2,0	0,0	0,0	5,0	0,0	182,0	65,0	2,0	0,0	1,0	0,0	1,0	2,0	4,0	4,0	0,0	1,0						
0,0	22,0	3,0	44,0	0,0	2,9	1,0	8,0	6,0	0,0	0,0	0,0	9,0	1,0	0,0	1,0	2,0	225,0	1,0	2,0	2,0	0,0	2,0	0,0	1,0	2,0	7,0	10,0	5,0	2,0	0,0	0,0	2,0	2,0	180,0	100,0	5,0	0,0	1,0	0,0	2,0	2,0	2,0	1,0	1,0	2,0						
1,0	18,0	3,0	38,0	0,0	1,0	0,0	6,0	6,0	1,0	1,0	0,0	8,0	5,0	0,0	2,0	2,0	290,0	1,0	2,0	1,0	0,0	0,0	0,0	1,0	3,0	10,0	1,0	NA	3,0	1,0	1,0	1,0	1,0	162,0	57,0	2,0	0,0	1,0	0,0	1,0	2,0	3,0	4,0	1,0	2,0						
1,0	23,0	1,0	38,0	1,0	2,3	0,0	3,0	3,0	1,0	1,0	1,0	7,0	1,0	2,0	2,0	3,0	0,0	0,0	-1,0	-2,0	1,0	0,0	1,0	1,0	1,0	10,0	10,0	1,0	2,0	0,0	0,0	6,0	2,0	160,0	52,0	2,0	1,0	1,0	0,0	1,0	2,0	9,0	0,0	1,0	1,0						
1,0	21,0	1,0	39,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0	1,0	8,0	1,0	0,0	2,0	1,0	0,0	1,0	2,0	-1,0	2,0	2,0	1,0	1,0	2,0	38,0	0,0	NA	3,0	1,0	1,0	2,0	2,0	158,0	58,0	2,0	0,0	1,0	NA	4,0	1,0	3,0	1,0	0,0	1,0						
0,0	20,0	3,0	43,0	0,0	1,0	0,0	4,0	4,0	1,0	0,0	0,0	7,0	1,0	0,0	2,0	2,0	0,0	0,0	2,0	0,0	2,0	1,0	1,0	1,0	3,0	14,0	10,0	1,0	3,0	1,0	0,0	1,0	1,0	171,0	66,0	2,0	0,0	1,0	0,0	1,0	1,0	7,0	5,0	0,0	0,0						
0,0	21,0	5,0	44,5	0,0	2,7	0,0	10,0	10,0	1,0	0,0	0,0	8,0	1,0	0,0	2,0	4,0	475,0	1,0	2,0	2,0	2,0	3,0	1,0	1,0	3,0	10,0	0,0	1,0	3,0	1,0	0,0	5,0	3,0	185,0	90,0	3,0	1,0	1,0	0,0	1,0	1,0	3,0	1,0	0,0	1,0						
0,0	22,0	4,0	45,0	0,0	1,7	0,0	6,0	6,0	1,0	0,0	1,0	7,5	1,0	0,0	2,0	2,0	300,0	1,0	1,0	1,0	2,0	1,0	0,0	1,0	3,0	6,0	2,0	3,0	3,0	1,0	0,0	6,0	4,0	195,0	95,0	3,0	0,0	1,0	0,0	1,0	1,0	8,0	5,0	1,0	1,0						
0,0	20,0	1,0	NA	0,0	2,2	1,0	7,0	6,0	0,0	0,0	0,0	8,0	1,0	0,0	2,0	3,0	138,0	0,0	1,0	1,0	0,0	3,0	0,0	1,0	1,0	5,0	1,0	6,0	3,0	1,0	0,0	8,0	0,0	175,0	70,0	5,0	0,0	1,0	0,0	4,0	1,0	3,0	4,0	1,0	0,0						
0,0	20,0	6,0	42,0	0,0	1,2	1,0	1,0	1,0	1,0	0,0	0,0	8,0	2,0	0,0	1,0	2,0	220,0	0,0	2,0	2,0	0,0	1,0	0,0	1,0	2,0	20,0	7,0	1,0	3,0	1,0	0,0	12,0	0,0	180,0	65,0	2,0	0,0	1,0	0,0	1,0	2,0	3,0	2,0	1,0	2,0						
1,0	20,0	3,0	39,0	0,0	1,5	0,0	4,0	4,0	1,0	0,0	0,0	7,5	1,0	0,0	2,0	2,0	0,0	0,0	1,0	1,0	2,0	1,0	0,0	1,0	3,0	16,0	2,5	NA	3,0	1,0	1,0	2,0	0,0	NA	NA	2,0	0,0	1,0	0,0	1,0	1,0	3,0	5,0	0,0	0,0						
0,0	22,0	3,0	42,0	0,0	1,7	1,0	19,0	16,0	1,0	0,0	1,0	7,0	1,0	0,0	2,0	2,0	230,0	1,0	2,0	0,0	2,0	0,0	0,0	0,0	2,0	15,0	3,0	1,0	3,0	1,0	0,0	8,0	1,0	170,0	60,0	3,0	0,0	1,0	0,0	2,0	0,0	8,0	4,0	1,0	1,0						
0,0	20,0	6,0	47,0	0,0	1,8	0,0	11,0	11,0	1,0	0,0	0,0	7,0	2,0	0,0	2,0	3,0	400,0	1,0	2,0	1,0	0,0	2,0	1,0	0,0	1,0	14,0	7,0	3,0	3,0	1,0	0,0	6,0	2,0	193,0	70,0	2,0	0,0	1,0	0,0	1,0	1,0	4,0	4,0	0,0	2,0						
0,0	19,0	1,0	42,0	0,0	2,2	0,0	1,0	5,0	1,0	0,0	1,0	7,0	2,0	0,0	2,0	3,0	260,0	0,0	1,0	-1,0	-1,0	4,0	0,0	0,0	2,0	2,0	0,0	1,0	3,0	1,0	1,0	6,0	0,0	180,0	67,0	2,0	0,0	1,0	0,0	1,0	1,0	3,0	4,0	0,0	1,0						
1,0	23,0	1,0	41,0	1,0	1,2	0,0	3,0	3,0	1,0	0,0	1,0	8,0	2,0	0,0	2,0	3,0	240,0	0,0	1,0	2,0	-1,0	3,0	0,0	0,0	2,0	3,0	15,0	5,0	3,0	1,0	0,0	4,0	1,0	178,0	70,0	5,0	1,0	1,0	0,0	3,0	1,0	2,0	1,0	0,0	0,0						
0,0	20,0	10,0	41,0	0,0	1,9	0,0	4,0	4,0	1,0	1,0	1,0	9,0	5,0	0,0	2,0	3,0	245,0	0,0	2,0	2,0	0,0	0,0	0,0	1,0	2,0	3,0	10,0	2,0	3,0	1,0	0,0	12,0	2,0	177,0	61,0	3,0	0,0	1,0	0,0	2,0	1,0	1,0	4,0	0,0	1,0						
0,0	20,0	3,0	45,0	0,0	1,6	1,0	6,0	6,0	0,0	0,0	0,0	9,5	2,0	0,0	2,0	4,0	290,0	0,0	0,0	2,0	1,0	4,0	0,0	1,0	3,0	2,5	10,0	5,0	3,0	0,0	0,0	4,0	1,0	188,0	68,0	2,0	0,0	1,0	0,0	2,0	1,0	3,0	4,0	0,0	1,0						
0,0	20,0	3,0	45,0	0,0	1,3	0,0	14,0	14,0	1,0	0,0	0,0	8,0	2,0	2,0	1,0	2,0	290,0	1,0	1,0	0,0	-1,0	0,0	1,0	1,0	3,0	15,0	4,0	2,0	3,0	1,0	0,0	5,0	3,0	185,0	72,0	3,0	0,0	1,0	1,0	1,0	1,0	3,0	2,0	0,0	2,0						
0,0	21,0	4,0	44,7	0,0	1,7	1,0	1,0	1,0	1,0	0,0	1,0	7,0	5,0	0,0	2,0	4,0	280,0	1,0	1,0	1,0	-2,0	2,0	1,0	1,0	2,0	10,0	3,0	NA	3,0	1,0	0,0	6,0	3,0	180,0	76,0	3,0	0,0	1,0	0,0	4,0	1,0	4,0	5,0	1,0	0,0						
1,0	20,0	1,0	41,0	1,0	2,4	0,0	20,0	13,0	1,0	0,0	1,0	8,0	2,0	0,0	2,0	3,0	300,0	0,0	2,0	1,0	1,0	1,0	0,0	0,0	2,0	5,0	30,0	5,0	3,0	1,0	1,0	4,0	0,0	165,0	90,0	2,0	0,0	1,0	0,0	2,0	-1,0	9,0	5,0	1,0	0,0						
1,0	20,0	4,0	40,0	0,0	2,2	1,0	20,0	14,0	1,0	0,0	1,0	9,0	1,0	3,0	2,0	4,0	300,0	0,0	2,0	2,0	2,0	1,0	0,0	1,0	3,0	20,0	2,0	NA	2,0	0,0	0,0	1,0	1,0	170,0	63,0	2,0	0,0	1,0	0,0	1,0	-1,0	8,0	0,0	1,0	-1,0						
1,0	19,0	1,0	38,0	0,0	2,1	0,0	3,0	3,0	1,0	1,0	0,0	8,5	1,0	2,0	3,0	3,0	0,0	0,0	2,0	0,0	1,0	1,0	1,0	1,0	1,0	15,0	10,0	NA	3,0	1,0	0,0	4,0	1,0	164,0	51,0	1,0	0,0	1,0	0,0	2,0	1,0	8,0	2,0	1,0	-2,0						
0,0	20,0	1,0	48,0	0,0	2,2	0,0	7,0	7,0	1,0	0,0	0,0	8,5	1,0	0,0	2,0	3,0	230,0	0,0	2,0	1,0	-2,0	1,0	1,0	1,0	2,0	7,0	8,0	1,0	1,0	0,0	0,0	5,0	1,0	190,0	86,0	4,0	0,0	1,0	0,0	3,0	2,0	4,0	4,0	0,0	1,0						
1,0	21,0	1,0	39,0	0,0	1,1	0,0	2,0	2,0	1,0	0,0	0,0	8,0	1,0	0,0	2,0	3,0	367,0	0,0	2,0	1,0	1,0	0,0	0,0	1,0	2,0	14,0	0,0	5,0	3,0	1,0	0,0	1,0	1,0	162,0	69,0	1,0	0,0	1,0	0,0	4,0	1,0	2,0	1,0	0,0	0,0						
1,0	19,0	1,0	40,0	0,0	1,6	0,0	3,0	3,0	1,0	0,0	0,0	10,0	1,0	0,0	2,0	3,0	NA	0,0	1,0	1,0	0,0	2,0	0,0	NA	3,0	7,0	0,5	NA	NA	1,0	0,0	5,0	1,0	176,0	67,0	3,0	0,0	0,0	0,0	4,0	-1,0	8,0	1,0	1,0	0,0						
0,0	21,0	5,0	45,0	1,0	1,2	0,0	2,0	2,0	1,0	0,0	0,0	6,0	1,0	0,0	2,0	3,0	225,0	1,0	2,0	1,0	1,0	1,0	0,0	0,0	2,0	3,0	10,0	3,0	3,0	1,0	1,0	10,0	3,0	188,0	85,0	4,0	0,0	1,0	0,0	2,0	1,0	2,0	4,0	1,0	1,0						
0,0	19,0	1,0	44,0	0,0	1,6	0,0	11,0	10,0	1,0	0,0	1,0	7,0	3,0	0,0	2,0	3,0	180,0	0,0	2,0	1,0	2,0	2,0	0,0	0,0	2,0	10,0	0,1	5,0	3,0	1,0	0,0	6,0	2,0	184,0	77,0	2,0	0,0	1,0	0,0	3,0	1,0	3,0	4,0	1,0	1,0						
0,0	20,0	1,0	42,0	0,0	1,2	0,0	4,0	4,0	1,0	0,0	1,0	7,5	2,0	0,0	1,0	3,0	270,0	0,0	2,0	1,0	1,0	1,0	0,0	0,0	2,0	5,0	5,0	2,0	3,0	1,0	0,0	6,0	1,0	175,0	63,0	2,0	0,0	1,0	0,0	4,0	2,0	2,0	4,0	1,0	1,0						
0,0	20,0	4,0	43,0	0,0	2,1	0,0	4,0	4,0	1,0	1,0	0,0	10,0	1,0	0,0	2,0	5,0	210,0	1,0	2,0	0,0	1,0	2,0	1,0	1,0	2,0	5,0	3,0	1,0	3,0	1,0	0,0	1,0	3,0	178,0	75,0	1,0	0,0	1,0	0,0	2,0	1,0	4,0	2,0	1,0	1,0						
0,0	20,0	3,0	46,0	0,0	1,4	0,0	8,0	5,0	1,0	0,0	1,0	7,5	1,0	0,0	3,0	3,0	240,0	0,0	2,0	2,0	2,0	1,0	0,0	1,0	3,0	7,0	0,5	3,0	3,0	1,0	0,0	10,0	1,0	180,0	65,0	2,0	0,0	1,0	1,0	2,0	1,0	3,0	4,0	1,0	1,0						
1,0	21,0	1,0	37,0	0,0	1,9	0,0	3,0	3,0	1,0	1,0	1,0	8,0	1,0	0,0	2,0	2,0	350,0	1,0	2,0	0,0	2,0	0,0	0,0	1,0	2,0	10,0	5,0	NA	3,0	1,0	0,0	6,0	1,0	162,0	48,0	3,0	0,0	1,0	0,0	1,0	1,0	2,0	2,0	1,0	1,0						
0,0	23,0	1,0	42,0	0,0	1,8	0,0	4,0	4,0	1,0	1,0	0,0	7,0	1,0	1,0	2,0	2,0	0,0	0,0	1,0	2,0	-1,0	1,0	1,0	1,0	3,0	10,0	10,0	1,0	2,0	1,0	0,0	6,0	2,0	180,0	68,0	2,0	1,0	1,0	0,0	1,0	1,0	8,0	5,0	0,0	1,0						
0,0	21,0	5,0	46,0	1,0	2,1	0,0	5,0	4,0	1,0	0,0	0,0	8,0	5,0	0,0	2,0	3,0	268,0	0,0	1,0	1,0	-2,0	1,0	0,0	0,0	2,0	5,0	4,0	3,0	3,0	1,0	0,0	4,0	1,0	187,0	82,0	2,0	0,0	1,0	0,0	2,0	1,0	9,0	0,0	0,0	0,0						
0,0	21,0	3,0	44,0	0,0	2,1	0,0	4,0	4,0	1,0	0,0	1,0	7,5	2,0	0,0	2,0	3,0	245,0	1,0	1,0	2,0	0,0	2,0	0,0	1,0	2,0	14,0	7,0	1,0	3,0	1,0	0,0	4,0	2,0	175,0	74,0	3,0	0,0	1,0	1,0	3,0	1,0	3,0	1,0	0,0	0,0						
0,0	21,0	3,0	44,0	0,0	1,0	0,0	3,0	3,0	1,0	0,0	0,0	8,0	2,0	0,0	2,0	2,0	210,0	1,0	2,0	2,0	1,0	1,0	0,0	1,0	NA	11,0	0,0	2,0	3,0	1,0	0,0	4,0	0,0	188,0	75,0	3,0	0,0	1,0	0,0	1,0	1,0	8,0	4,0	1,0	1,0						
0,0	20,0	4,0	44,0	1,0	2,6	0,0	8,0	3,0	0,0	0,0	0,0	8,0	2,0	0,0	2,0	4,0	250,0	1,0	1,0	0,0	0,0	5,0	0,0	0,0	3,0	10,0	0,5	3,0	3,0	1,0	0,0	6,0	4,0	192,0	85,0	3,0	0,0	1,0	0,0	3,0	1,0	9,0	0,0	0,0	0,0						
0,0	19,0	1,0	42,0	0,0	1,3	0,0	3,0	1,0	1,0	0,0	0,0	7,0	2,0	0,0	2,0	3,0	270,0	0,0	2,0	2,0	1,0	2,0	1,0	1,0	2,0	12,0	3,0	5,0	3,0	1,0	1,0	6,0	1,0	175,0	63,0	5,0	0,0	1,0	0,0	1,0	0,0	3,0	4,0	1,0	0,0						
0,0	21,0	2,0	45,0	0,0	2,3	0,0	4,0	3,0	1,0	0,0	0,0	9,0	2,0	0,0	2,0	4,0	250,0	0,0	1,0	1,0	0,0	2,0	0,0	1,0	3,0	10,0	2,0	6,0	3,0	1,0	0,0	3,0	1,0	183,0	83,0	3,0	0,0	1,0	0,0	2,0	0,0	2,0	4,0	0,0	1,0						
0,0	23,0	1,0	46,0	0,0	2,6	1,0	3,0	2,0	1,0	0,0	1,0	8,0	5,0	0,0	1,0	2,0	300,0	0,0	2,0	1,0	0,0	1,0	0,0	1,0	2,0	10,0	20,0	3,0	2,0	0,0	0,0	6,0	3,0	196,0	105,0	2,0	1,0	1,0	1,0	1,0	1,0	3,0	4,0	0,0	1,0						
0,0	20,0	6,0	45,0	0,0	1,8	0,0	3,0	3,0	1,0	0,0	0,0	7,0	2,0	0,0	2,0	5,0	248,0	0,0	1,0	2,0	0,0	2,0	1,0	0,0	2,0	3,0	1,0	3,0	2,0	0,0	0,0	4,0	2,0	190,0	100,0	1,0	0,0	1,0	0,0	2,0	2,0	4,0	4,0	0,0	2,0						
0,0	21,0	1,0	42,0	0,0	1,5	0,0	8,0	8,0	1,0	0,0	1,0	7,0	1,0	0,0	2,0	3,0	250,0	1,0	2,0	NA	-2,0	1,0	0,0	1,0	2,0	5,0	2,0	2,0	2,0	0,0	0,0	7,0	2,0	167,0	67,0	2,0	0,0	1,0	0,0	2,0	1,0	6,0	5,0	1,0	-1,0						
0,0	20,0	6,0	47,0	0,0	1,7	0,0	3,0	3,0	1,0	0,0	0,0	7,5	1,0	2,0	2,0	2,0	285,0	1,0	-2,0	2,0	1,0	1,0	0,0	1,0	2,0	8,0	NA	2,0	3,0	1,0	0,0	5,0	2,0	191,0	85,0	4,0	0,0	1,0	0,0	2,0	2,0	2,0	4,0	1,0	1,0						
0,0	21,0	1,0	43,0	1,0	2,1	0,0	9,0	7,0	0,0	0,0	0,0	8,5	5,0	3,0	1,0	3,0	290,0	0,0	2,0	2,0	-2,0	2,0	1,0	1,0	2,0	8,0	16,0	3,0	3,0	1,0	0,0	3,0	0,0	180,0	82,0	4,0	0,0	1,0	0,0	2,0	1,0	3,0	4,0	0,0	0,0						
0,0	21,0	1,0	42,0	0,0	1,8	0,0	3,0	3,0	1,0	1,0	0,0	8,0	2,0	3,0	1,0	2,0	285,0	0,0	1,0	-1,0	2,0	1,0	0,0	1,0	2,0	10,0	6,0	3,0	3,0	1,0	0,0	8,0	2,0	178,0	66,0	3,0	0,0	1,0	1,0	1,0	2,0	5,0	5,0	1,0	2,0						
0,0	21,0	5,0	46,0	0,0	2,2	0,0	5,0	4,0	0,0	0,0	0,0	8,0	5,0	0,0	2,0	3,0	230,0	0,0	1,0	-1,0	-2,0	0,0	1,0	1,0	2,0	10,0	15,0	6,0	2,0	0,0	0,0	10,0	1,0	193,0	75,0	3,0	1,0	1,0	0,0	2,0	1,0	9,0	5,0	0,0	1,0						
1,0	20,0	3,0	38,0	0,0	1,8	0,0	2,0	2,0	1,0	1,0	1,0	8,0	2,0	1,0	2,0	3,0	0,0	0,0	2,0	2,0	1,0	0,0	0,0	0,0	3,0	8,0	4,0	1,0	1,0	0,0	0,0	4,0	0,0	170,0	52,0	1,0	0,0	1,0	0,0	3,0	-1,0	3,0	1,0	1,0	-1,0						
0,0	21,0	3,0	44,0	0,0	1,6	0,0	2,0	2,0	1,0	1,0	0,0	10,0	1,0	0,0	2,0	2,0	230,0	0,0	1,0	1,0	2,0	1,0	0,0	0,0	2,0	0,5	35,0	1,0	3,0	1,0	0,0	9,0	2,0	184,0	78,0	3,0	0,0	1,0	1,0	3,0	1,0	7,0	2,0	0,0	0,0						
