portfolioName(string),index(int option),yearMonth(date),ret(float)
Mine,1,2011-12-01T00:00:00.0000000,0.00595454968012596
Mine,2,2011-12-01T00:00:00.0000000,0.0012375914529455063
Mine,3,2011-12-01T00:00:00.0000000,0.0025442661192461064
Mine,1,2012-01-01T00:00:00.0000000,0.059654075896931155
Mine,2,2012-01-01T00:00:00.0000000,0.046019231112003574
Mine,3,2012-01-01T00:00:00.0000000,0.05951390468119599
Mine,1,2012-02-01T00:00:00.0000000,0.039910351074228655
Mine,2,2012-02-01T00:00:00.0000000,0.036488943032977963
Mine,3,2012-02-01T00:00:00.0000000,0.056780013664039286
Mine,1,2012-03-01T00:00:00.0000000,0.02542294887279387
Mine,2,2012-03-01T00:00:00.0000000,0.030801564932845735
Mine,3,2012-03-01T00:00:00.0000000,0.01975930971393935
Mine,1,2012-04-01T00:00:00.0000000,-0.003981759711579153
Mine,2,2012-04-01T00:00:00.0000000,-0.012911867096588252
Mine,3,2012-04-01T00:00:00.0000000,-0.007682058511073121
Mine,1,2012-05-01T00:00:00.0000000,-0.05774119642850213
Mine,2,2012-05-01T00:00:00.0000000,-0.07569954219240609
Mine,3,2012-05-01T00:00:00.0000000,-0.07179691643323481
Mine,1,2012-06-01T00:00:00.0000000,0.03956713718463062
Mine,2,2012-06-01T00:00:00.0000000,0.03691350306914467
Mine,3,2012-06-01T00:00:00.0000000,0.036274008231607806
Mine,1,2012-07-01T00:00:00.0000000,0.006825369482576279
Mine,2,2012-07-01T00:00:00.0000000,0.0110597547127623
Mine,3,2012-07-01T00:00:00.0000000,0.009798153324922931
Mine,1,2012-08-01T00:00:00.0000000,0.03614657966198243
Mine,2,2012-08-01T00:00:00.0000000,0.02343914623416031
Mine,3,2012-08-01T00:00:00.0000000,0.025830959758759237
Mine,1,2012-09-01T00:00:00.0000000,0.02499329277314286
Mine,2,2012-09-01T00:00:00.0000000,0.0225151056781423
Mine,3,2012-09-01T00:00:00.0000000,0.03356012475848705
Mine,1,2012-10-01T00:00:00.0000000,-0.023572435993314586
Mine,2,2012-10-01T00:00:00.0000000,-0.005239244513874221
Mine,3,2012-10-01T00:00:00.0000000,-0.01658712162818789
Mine,1,2012-11-01T00:00:00.0000000,0.007803933659071228
Mine,2,2012-11-01T00:00:00.0000000,0.0020703144549861423
Mine,3,2012-11-01T00:00:00.0000000,0.010148910418786879
Mine,1,2012-12-01T00:00:00.0000000,0.02253167604942771
Mine,2,2012-12-01T00:00:00.0000000,0.011535902300513616
Mine,3,2012-12-01T00:00:00.0000000,-0.0012591427017033896
Mine,1,2013-01-01T00:00:00.0000000,0.042131440701061756
Mine,2,2013-01-01T00:00:00.0000000,0.061119162906232
Mine,3,2013-01-01T00:00:00.0000000,0.06527805003498922
Mine,1,2013-02-01T00:00:00.0000000,0.003513729742232733
Mine,2,2013-02-01T00:00:00.0000000,0.01180690366537512
Mine,3,2013-02-01T00:00:00.0000000,0.00959310696734732
Mine,1,2013-03-01T00:00:00.0000000,0.03276679509085935
Mine,2,2013-03-01T00:00:00.0000000,0.0381280722366981
Mine,3,2013-03-01T00:00:00.0000000,0.04057101771733024
Mine,1,2013-04-01T00:00:00.0000000,0.016082345298865364
Mine,2,2013-04-01T00:00:00.0000000,0.009390044955431671
Mine,3,2013-04-01T00:00:00.0000000,0.0162682186138398
Mine,1,2013-05-01T00:00:00.0000000,0.02258724083737684
Mine,2,2013-05-01T00:00:00.0000000,0.029050226219796037
Mine,3,2013-05-01T00:00:00.0000000,0.023565721279957656
Mine,1,2013-06-01T00:00:00.0000000,-0.013744160402097865
Mine,2,2013-06-01T00:00:00.0000000,-0.01748440232708057
Mine,3,2013-06-01T00:00:00.0000000,-0.012741281692212277
Mine,1,2013-07-01T00:00:00.0000000,0.05431965800626031
Mine,2,2013-07-01T00:00:00.0000000,0.055260747049399074
Mine,3,2013-07-01T00:00:00.0000000,0.07027051449633734
Mine,1,2013-08-01T00:00:00.0000000,-0.022452252054911182
Mine,2,2013-08-01T00:00:00.0000000,-0.027540382110184176
Mine,3,2013-08-01T00:00:00.0000000,-0.02496557609663183
Mine,1,2013-09-01T00:00:00.0000000,0.03613760428840752
Mine,2,2013-09-01T00:00:00.0000000,0.04420064968691057
Mine,3,2013-09-01T00:00:00.0000000,0.035271172857022026
Mine,1,2013-10-01T00:00:00.0000000,0.03948023545542242
Mine,2,2013-10-01T00:00:00.0000000,0.0465979308273292
Mine,3,2013-10-01T00:00:00.0000000,0.033251654820524355
Mine,1,2013-11-01T00:00:00.0000000,0.025147177342946858
Mine,2,2013-11-01T00:00:00.0000000,0.026956299993810117
Mine,3,2013-11-01T00:00:00.0000000,0.033900723124806784
Mine,1,2013-12-01T00:00:00.0000000,0.031630025156955406
Mine,2,2013-12-01T00:00:00.0000000,0.019610349064935504
Mine,3,2013-12-01T00:00:00.0000000,0.030994286603888185
Mine,1,2014-01-01T00:00:00.0000000,-0.0328741933538858
Mine,2,2014-01-01T00:00:00.0000000,-0.03593569579876058
Mine,3,2014-01-01T00:00:00.0000000,-0.029889643784448222
Mine,1,2014-02-01T00:00:00.0000000,0.043126456049125635
Mine,2,2014-02-01T00:00:00.0000000,0.046196381362283885
Mine,3,2014-02-01T00:00:00.0000000,0.05743613838085461
Mine,1,2014-03-01T00:00:00.0000000,0.01283569752507102
Mine,2,2014-03-01T00:00:00.0000000,0.00285229868529312
Mine,3,2014-03-01T00:00:00.0000000,-0.01316034693030172
Mine,1,2014-04-01T00:00:00.0000000,0.008050834814559357
Mine,2,2014-04-01T00:00:00.0000000,-0.0069448359662523385
Mine,3,2014-04-01T00:00:00.0000000,-0.0031953040770853537
Mine,1,2014-05-01T00:00:00.0000000,0.02131080407244363
Mine,2,2014-05-01T00:00:00.0000000,0.019866866221412146
Mine,3,2014-05-01T00:00:00.0000000,0.01574951280594995
Mine,1,2014-06-01T00:00:00.0000000,0.02959055602910702
Mine,2,2014-06-01T00:00:00.0000000,0.028959463289277006
Mine,3,2014-06-01T00:00:00.0000000,0.02715028839478626
Mine,1,2014-07-01T00:00:00.0000000,-0.018262327879924288
Mine,2,2014-07-01T00:00:00.0000000,-0.021353267235036923
Mine,3,2014-07-01T00:00:00.0000000,-0.025330686969412534
Mine,1,2014-08-01T00:00:00.0000000,0.039537848107270665
Mine,2,2014-08-01T00:00:00.0000000,0.042771833752849674
Mine,3,2014-08-01T00:00:00.0000000,0.039017412280289036
Mine,1,2014-09-01T00:00:00.0000000,-0.027776662170846025
Mine,2,2014-09-01T00:00:00.0000000,-0.02391921634606411
Mine,3,2014-09-01T00:00:00.0000000,-0.019920019211387134
Mine,1,2014-10-01T00:00:00.0000000,0.01851619503130601
Mine,2,2014-10-01T00:00:00.0000000,0.02321851866849518
Mine,3,2014-10-01T00:00:00.0000000,0.025317892266048612
Mine,1,2014-11-01T00:00:00.0000000,0.024935181244812765
Mine,2,2014-11-01T00:00:00.0000000,0.01959693196916646
Mine,3,2014-11-01T00:00:00.0000000,0.022153798978328053
Mine,1,2014-12-01T00:00:00.0000000,-0.002086233342276064
Mine,2,2014-12-01T00:00:00.0000000,-0.008481916568612228
Mine,3,2014-12-01T00:00:00.0000000,0.002925511395803203
Mine,1,2015-01-01T00:00:00.0000000,-0.023102185200006897
Mine,2,2015-01-01T00:00:00.0000000,-0.04037520281547752
Mine,3,2015-01-01T00:00:00.0000000,-0.030653144353071277
Mine,1,2015-02-01T00:00:00.0000000,0.05441610345679422
Mine,2,2015-02-01T00:00:00.0000000,0.0685281281594954
Mine,3,2015-02-01T00:00:00.0000000,0.06178970164218104
Mine,1,2015-03-01T00:00:00.0000000,-0.014462149412995841
Mine,2,2015-03-01T00:00:00.0000000,-0.0118995530076354
Mine,3,2015-03-01T00:00:00.0000000,-0.006031170321165266
Mine,1,2015-04-01T00:00:00.0000000,0.015662976355062485
Mine,2,2015-04-01T00:00:00.0000000,0.007705290355077193
Mine,3,2015-04-01T00:00:00.0000000,0.009239639788765644
Mine,1,2015-05-01T00:00:00.0000000,0.017050402215830564
Mine,2,2015-05-01T00:00:00.0000000,0.0073976067542015364
Mine,3,2015-05-01T00:00:00.0000000,0.011490829311721315
Mine,1,2015-06-01T00:00:00.0000000,-0.01963695278500173
Mine,2,2015-06-01T00:00:00.0000000,-0.018016390715566186
Mine,3,2015-06-01T00:00:00.0000000,-0.01253380435619522
Mine,1,2015-07-01T00:00:00.0000000,0.009050380484920012
Mine,2,2015-07-01T00:00:00.0000000,0.00979250507052979
Mine,3,2015-07-01T00:00:00.0000000,0.015903799824974984
Mine,1,2015-08-01T00:00:00.0000000,-0.0653792324132899
Mine,2,2015-08-01T00:00:00.0000000,-0.06160391655485864
Mine,3,2015-08-01T00:00:00.0000000,-0.05401073077792604
Mine,1,2015-09-01T00:00:00.0000000,-0.02201970797460194
Mine,2,2015-09-01T00:00:00.0000000,-0.03587002012790743
Mine,3,2015-09-01T00:00:00.0000000,-0.0424215409608199
Mine,1,2015-10-01T00:00:00.0000000,0.05641887202281982
Mine,2,2015-10-01T00:00:00.0000000,0.0910960970949711
Mine,3,2015-10-01T00:00:00.0000000,0.06882959038406385
Mine,1,2015-11-01T00:00:00.0000000,0.0020359028311384563
Mine,2,2015-11-01T00:00:00.0000000,0.0010613483338585182
Mine,3,2015-11-01T00:00:00.0000000,0.009310076454195206
Mine,1,2015-12-01T00:00:00.0000000,-0.01772118098964016
Mine,2,2015-12-01T00:00:00.0000000,-0.027707186519486338
Mine,3,2015-12-01T00:00:00.0000000,-0.025651591106438932
Mine,1,2016-01-01T00:00:00.0000000,-0.05937588636675897
Mine,2,2016-01-01T00:00:00.0000000,-0.06125636193204142
Mine,3,2016-01-01T00:00:00.0000000,-0.054820277935378414
Mine,1,2016-02-01T00:00:00.0000000,0.006914162250855251
Mine,2,2016-02-01T00:00:00.0000000,0.003811010052182711
Mine,3,2016-02-01T00:00:00.0000000,-0.00910789458279464
Mine,1,2016-03-01T00:00:00.0000000,0.06188813334265796
Mine,2,2016-03-01T00:00:00.0000000,0.07617621320349878
Mine,3,2016-03-01T00:00:00.0000000,0.07317127709725754
Mine,1,2016-04-01T00:00:00.0000000,0.015953245825387537
Mine,2,2016-04-01T00:00:00.0000000,0.007095745992637161
Mine,3,2016-04-01T00:00:00.0000000,0.01387365517210724
Mine,1,2016-05-01T00:00:00.0000000,0.01673846864745098
Mine,2,2016-05-01T00:00:00.0000000,0.006729812874739175
Mine,3,2016-05-01T00:00:00.0000000,0.01908323338183155
Mine,1,2016-06-01T00:00:00.0000000,0.02126742932201779
Mine,2,2016-06-01T00:00:00.0000000,-0.006586283256778257
Mine,3,2016-06-01T00:00:00.0000000,-0.018363697431221977
Mine,1,2016-07-01T00:00:00.0000000,0.049116439021230716
Mine,2,2016-07-01T00:00:00.0000000,0.0351509998072541
Mine,3,2016-07-01T00:00:00.0000000,0.01784634012227444
Mine,1,2016-08-01T00:00:00.0000000,0.005718188392312382
Mine,2,2016-08-01T00:00:00.0000000,0.004426836319572211
Mine,3,2016-08-01T00:00:00.0000000,0.0026125035206761376
Mine,1,2016-09-01T00:00:00.0000000,0.002858666496636182
Mine,2,2016-09-01T00:00:00.0000000,0.011823946171581362
Mine,3,2016-09-01T00:00:00.0000000,-0.006323096623610529
Mine,1,2016-10-01T00:00:00.0000000,-0.02501149784539165
Mine,2,2016-10-01T00:00:00.0000000,-0.014224998990910289
Mine,3,2016-10-01T00:00:00.0000000,-0.02242522187855019
Mine,1,2016-11-01T00:00:00.0000000,0.03300463114711528
Mine,2,2016-11-01T00:00:00.0000000,0.052746013518501826
Mine,3,2016-11-01T00:00:00.0000000,0.05611190091652457
Mine,1,2016-12-01T00:00:00.0000000,0.02347450372652236
Mine,2,2016-12-01T00:00:00.0000000,0.015823886557649394
Mine,3,2016-12-01T00:00:00.0000000,0.012928727655972382
Mine,1,2017-01-01T00:00:00.0000000,0.031202855063122512
Mine,2,2017-01-01T00:00:00.0000000,0.011905867967195434
Mine,3,2017-01-01T00:00:00.0000000,0.023585342892459414
Mine,1,2017-02-01T00:00:00.0000000,0.031263772847533323
Mine,2,2017-02-01T00:00:00.0000000,0.026952092410875574
Mine,3,2017-02-01T00:00:00.0000000,0.040353838438783596
Mine,1,2017-03-01T00:00:00.0000000,0.003429326740973205
Mine,2,2017-03-01T00:00:00.0000000,0.0012556398445714486
Mine,3,2017-03-01T00:00:00.0000000,0.0024077563505592414
Mine,1,2017-04-01T00:00:00.0000000,0.012131984394209943
Mine,2,2017-04-01T00:00:00.0000000,0.010803852358401846
Mine,3,2017-04-01T00:00:00.0000000,0.0025789436528776666
Mine,1,2017-05-01T00:00:00.0000000,0.0047086609229117105
Mine,2,2017-05-01T00:00:00.0000000,0.006905111194293175
Mine,3,2017-05-01T00:00:00.0000000,0.014320152548461645
Mine,1,2017-06-01T00:00:00.0000000,0.010887880349481297
Mine,2,2017-06-01T00:00:00.0000000,0.010294043360415799
Mine,3,2017-06-01T00:00:00.0000000,0.004704204727651
Mine,1,2017-07-01T00:00:00.0000000,0.02528976958200408
Mine,2,2017-07-01T00:00:00.0000000,0.02072190654950446
Mine,3,2017-07-01T00:00:00.0000000,0.008293919064254564
Mine,1,2017-08-01T00:00:00.0000000,0.008391020579511474
Mine,2,2017-08-01T00:00:00.0000000,-0.0035600589878305488
Mine,3,2017-08-01T00:00:00.0000000,-0.007428115367944542
Mine,1,2017-09-01T00:00:00.0000000,0.029090211332245795
Mine,2,2017-09-01T00:00:00.0000000,0.02093729041766245
Mine,3,2017-09-01T00:00:00.0000000,0.026878133801901325
Mine,1,2017-10-01T00:00:00.0000000,0.010331774647966337
Mine,2,2017-10-01T00:00:00.0000000,0.03541666998128398
Mine,3,2017-10-01T00:00:00.0000000,0.0159413740873792
Mine,1,2017-11-01T00:00:00.0000000,0.029630885420513058
Mine,2,2017-11-01T00:00:00.0000000,0.02470790093200986
Mine,3,2017-11-01T00:00:00.0000000,0.03025451453763493
Mine,1,2017-12-01T00:00:00.0000000,0.008566734584424784
Mine,2,2017-12-01T00:00:00.0000000,0.006557901151689684
Mine,3,2017-12-01T00:00:00.0000000,0.017412314943414126
Mine,1,2018-01-01T00:00:00.0000000,0.05898059780641851
Mine,2,2018-01-01T00:00:00.0000000,0.048475060740388515
Mine,3,2018-01-01T00:00:00.0000000,0.048783937722549034
Mine,1,2018-02-01T00:00:00.0000000,-0.031549478964022035
Mine,2,2018-02-01T00:00:00.0000000,-0.04849524809509749
Mine,3,2018-02-01T00:00:00.0000000,-0.039488155164031855
Mine,1,2018-03-01T00:00:00.0000000,-0.02947939092457268
Mine,2,2018-03-01T00:00:00.0000000,-0.01686010914271538
Mine,3,2018-03-01T00:00:00.0000000,0.0017503934197389268
Mine,1,2018-04-01T00:00:00.0000000,0.005367039530261625
Mine,2,2018-04-01T00:00:00.0000000,0.0034369901094519137
Mine,3,2018-04-01T00:00:00.0000000,0.0009601320614582658
Mine,1,2018-05-01T00:00:00.0000000,0.027424378632034216
Mine,2,2018-05-01T00:00:00.0000000,0.017396299146980633
Mine,3,2018-05-01T00:00:00.0000000,0.033023654963419795
Mine,1,2018-06-01T00:00:00.0000000,0.0004693906944915954
Mine,2,2018-06-01T00:00:00.0000000,0.00360952285522817
Mine,3,2018-06-01T00:00:00.0000000,0.008646278628306116
Mine,1,2018-07-01T00:00:00.0000000,0.033468139634266265
Mine,2,2018-07-01T00:00:00.0000000,0.026636807624170183
Mine,3,2018-07-01T00:00:00.0000000,0.03310161086381254
Mine,1,2018-08-01T00:00:00.0000000,0.04906785312224908
Mine,2,2018-08-01T00:00:00.0000000,0.0218256620509173
Mine,3,2018-08-01T00:00:00.0000000,0.014617922182443802
Mine,1,2018-09-01T00:00:00.0000000,0.0009232432782128358
Mine,2,2018-09-01T00:00:00.0000000,-0.0018475181654800524
Mine,3,2018-09-01T00:00:00.0000000,0.0021373568386758544
Mine,1,2018-10-01T00:00:00.0000000,-0.0755292820165144
Mine,2,2018-10-01T00:00:00.0000000,-0.07816133474720889
Mine,3,2018-10-01T00:00:00.0000000,-0.08375410857166396
Mine,1,2018-11-01T00:00:00.0000000,0.003355737547479688
Mine,2,2018-11-01T00:00:00.0000000,0.024937943565807922
Mine,3,2018-11-01T00:00:00.0000000,0.026119963964384922
Mine,1,2018-12-01T00:00:00.0000000,-0.10129227189517565
Mine,2,2018-12-01T00:00:00.0000000,-0.08902841213345333
Mine,3,2018-12-01T00:00:00.0000000,-0.10030518084622074
Mine,1,2019-01-01T00:00:00.0000000,0.07384082513661124
Mine,2,2019-01-01T00:00:00.0000000,0.10606649194648964
Mine,3,2019-01-01T00:00:00.0000000,0.08165817394034097
Mine,1,2019-02-01T00:00:00.0000000,0.03431323643486559
Mine,2,2019-02-01T00:00:00.0000000,0.036412998952560595
Mine,3,2019-02-01T00:00:00.0000000,0.03161855136450922
Mine,1,2019-03-01T00:00:00.0000000,0.010645560132968041
Mine,2,2019-03-01T00:00:00.0000000,0.011268821034158412
Mine,3,2019-03-01T00:00:00.0000000,0.0069061945981831055
Mine,1,2019-04-01T00:00:00.0000000,0.046924673111501565
Mine,2,2019-04-01T00:00:00.0000000,0.031052993597842558
Mine,3,2019-04-01T00:00:00.0000000,0.03931749472826675
Mine,1,2019-05-01T00:00:00.0000000,-0.06396641548507476
Mine,2,2019-05-01T00:00:00.0000000,-0.07123714054522279
Mine,3,2019-05-01T00:00:00.0000000,-0.0685605775856417
Mine,1,2019-06-01T00:00:00.0000000,0.0745450238711419
Mine,2,2019-06-01T00:00:00.0000000,0.07121804304172029
Mine,3,2019-06-01T00:00:00.0000000,0.05938294366708248
Mine,1,2019-07-01T00:00:00.0000000,0.004695241223267999
Mine,2,2019-07-01T00:00:00.0000000,0.013904757525482798
Mine,3,2019-07-01T00:00:00.0000000,0.011292607172623223
Mine,1,2019-08-01T00:00:00.0000000,-0.017759653372202526
Mine,2,2019-08-01T00:00:00.0000000,-0.03601254845065522
Mine,3,2019-08-01T00:00:00.0000000,-0.021027693997819456
Mine,1,2019-09-01T00:00:00.0000000,0.016836563794163626
Mine,2,2019-09-01T00:00:00.0000000,0.015037239092093129
Mine,3,2019-09-01T00:00:00.0000000,-0.0011035466002631226
Mine,1,2019-10-01T00:00:00.0000000,0.01233368956449242
Mine,2,2019-10-01T00:00:00.0000000,0.025910641551915067
Mine,3,2019-10-01T00:00:00.0000000,0.020047013322339872
Mine,1,2019-11-01T00:00:00.0000000,0.040128001473364906
Mine,2,2019-11-01T00:00:00.0000000,0.03692082216880037
Mine,3,2019-11-01T00:00:00.0000000,0.03468630833251663
Mine,1,2019-12-01T00:00:00.0000000,0.025980748110263574
Mine,2,2019-12-01T00:00:00.0000000,0.023131244883836638
Mine,3,2019-12-01T00:00:00.0000000,0.03510275927246027
Mine,1,2020-01-01T00:00:00.0000000,0.016692760640163177
Mine,2,2020-01-01T00:00:00.0000000,-0.02084268492782721
Mine,3,2020-01-01T00:00:00.0000000,-0.01892606632903819
Mine,1,2020-02-01T00:00:00.0000000,-0.08668533413512534
Mine,2,2020-02-01T00:00:00.0000000,-0.07716805928243427
Mine,3,2020-02-01T00:00:00.0000000,-0.07370593009449355
Mine,1,2020-03-01T00:00:00.0000000,-0.12573546590121165
Mine,2,2020-03-01T00:00:00.0000000,-0.16324996198795275
Mine,3,2020-03-01T00:00:00.0000000,-0.1575536032601076
Mine,1,2020-04-01T00:00:00.0000000,0.1598057981129982
Mine,2,2020-04-01T00:00:00.0000000,0.1242565109007389
Mine,3,2020-04-01T00:00:00.0000000,0.12570030176956826
Mine,1,2020-05-01T00:00:00.0000000,0.05965053236390428
Mine,2,2020-05-01T00:00:00.0000000,0.054160846137607146
Mine,3,2020-05-01T00:00:00.0000000,0.056288348335959366
Mine,1,2020-06-01T00:00:00.0000000,0.04691276186265284
Mine,2,2020-06-01T00:00:00.0000000,0.0010781169833043982
Mine,3,2020-06-01T00:00:00.0000000,0.023339055394073892
Mine,1,2020-07-01T00:00:00.0000000,0.05995357339156691
Mine,2,2020-07-01T00:00:00.0000000,0.046143104986027174
Mine,3,2020-07-01T00:00:00.0000000,0.06358333342830892
Mine,1,2020-08-01T00:00:00.0000000,0.0639191337819801
Mine,2,2020-08-01T00:00:00.0000000,0.047954764713404374
Mine,3,2020-08-01T00:00:00.0000000,0.10723618125275261
Mine,1,2020-09-01T00:00:00.0000000,-0.026309722199724536
Mine,2,2020-09-01T00:00:00.0000000,-0.04523504179786323
Mine,3,2020-09-01T00:00:00.0000000,-0.029374706676767028
Mine,1,2020-10-01T00:00:00.0000000,-0.02777051054068319
Mine,2,2020-10-01T00:00:00.0000000,-0.017707296105049813
Mine,3,2020-10-01T00:00:00.0000000,-0.018146584192370054
Mine,1,2020-11-01T00:00:00.0000000,0.1253488406308558
Mine,2,2020-11-01T00:00:00.0000000,0.12115866781590226
Mine,3,2020-11-01T00:00:00.0000000,0.15871019578477835
Mine,1,2020-12-01T00:00:00.0000000,0.0305592251431707
Mine,2,2020-12-01T00:00:00.0000000,0.059084269107672546
Mine,3,2020-12-01T00:00:00.0000000,0.0492048331838676
