"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
-0.0114090539227955,-0.030178417275962,0.00660197058056534,-0.00236486632838507,-0.0045149607357633,0.00174376915439914,-0.0122066551656974,0.00679130453605441,-0.0122948123821998,-0.0148904808765238,0.00499962120490191,-0.0279937543404767,-0.0472974638523094,0.0487884975690445,0.0339397535811368,0.00609555246789636,-0.0138707738663604,0.00414542325391161,-0.0279126146960028,-0.0230677034302431,0.0019580734952125,0.0785415499704423,-0.00738096913203785,0.100192250734268,-0.0633911043899406,-0.0273679690332578,-0.00924630933205498,-0.0321986036786791,0.0746626552678308,-0.0612256789910886,-0.00749298439015512,0.0258377641033692,-0.00893947266389893,-0.0114317113713974,-0.0281745233758725,-0.021490349407392
